"Media And Storage Devices",Label,"Asset Name(s)","Threat Agent","Threat Action",Vulnerability,Control,Global,Media
Desktop,"Maxi Label","Testing with XLSX","Careless user","Installation of malicious software","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","Careless user","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX",Malware,"Theft of sensitive data","Anti-malware Vulnerabilities","Security/privacy awareness and training",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","System Cracker","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","System Cracker","Theft of sensitive data","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","System Cracker","Theft of sensitive data","Vulnerabilities in system configurations","Security/privacy awareness and training",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","Users with Malicious Intent","Malicious use of sensitive data","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","Users with Malicious Intent","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","Wireless users in the vicinity with malicious intent","Wireless Eavesdropping","Vulnerabilities related to wireless transmissions","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two",Burglar/Thief,Burglary/Theft,"Physical Security vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","Careless IT personnel","Improper destruction, disposal or reuse of media","Destruction/Disposal Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","Careless IT personnel","Insecure configuration of systems","Vulnerabilities in system configurations","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","Careless user","Installation of malicious software","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","Man Made - Unintentional","Information leakage","Destruction/Disposal Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","Man Made - Unintentional","Information leakage","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","System Cracker","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","System Cracker","Theft of sensitive data","Anti-malware Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","System Cracker","Theft of sensitive data","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","System Cracker","Theft of sensitive data","Vulnerabilities in system configurations","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","Users with Malicious Intent","Malicious use of sensitive data","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Desktop / Laptop",,"Another Two","Users with Malicious Intent","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Burglar, Thief or anyone who finds a lost device","Corruption or destruction of important data","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Careless IT personnel","Improper destruction, disposal or reuse of media","Destruction/Disposal Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Careless IT personnel","Insecure configuration of systems","Vulnerabilities in system configurations","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Careless user","Information leakage","Destruction/Disposal Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Careless user","Information leakage","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Careless user","Installation of malicious software","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Careless user","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two",Malware,"Theft of sensitive data","Anti-malware Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","System Cracker","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","System Cracker","Theft of sensitive data","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","System Cracker","Theft of sensitive data","Vulnerabilities in system configurations","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Users with Malicious Intent","Malicious use of sensitive data","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Users with Malicious Intent","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Disk Array",,"Another Two","Wireless users in the vicinity with malicious intent","Wireless Eavesdropping","Vulnerabilities related to wireless transmissions","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Careless IT personnel","Improper destruction, disposal or reuse of media","Destruction/Disposal Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Careless IT personnel","Insecure configuration of systems","Vulnerabilities in system configurations","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Careless user","Information leakage","Destruction/Disposal Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Careless user","Information leakage","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Careless user","Installation of malicious software","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Careless user","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2",Malware,"Theft of sensitive data","Anti-malware Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","System Cracker","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","System Cracker","Theft of sensitive data","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","System Cracker","Theft of sensitive data","Vulnerabilities in system configurations","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Users with Malicious Intent","Malicious use of sensitive data","Endpoint Leakage Vulnerabilities","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Users with Malicious Intent","Social Engineering","Overly-trusting employees","Security/privacy awareness and training",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Wireless users in the vicinity with malicious intent","Wireless Eavesdropping","Vulnerabilities related to wireless transmissions","Security/privacy awareness and training",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX",Burglar/Thief,Burglary/Theft,"Physical Security vulnerabilities","Security/privacy awareness and training",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX","Careless IT personnel","Improper destruction, disposal or reuse of media","Destruction/Disposal Vulnerabilities","Security/privacy awareness and training",TBD,TBD
